440424	1046994	1544
788697	2054499	1543
679244	115886	1543
1392552	365321	1540
502427	1134122	1539
2247829	813244	1539
1116190	2090592	1538
755289	462454	1537
1411195	1348466	1537
733091	1053540	1534
1111422	996412	1534
1600944	1345360	1534
1780128	2314711	1533
788135	991944	1531
599582	1471381	1531
49030	420957	1530
2151217	920198	1528
1702723	708388	1528
2217261	927553	1524
424379	888997	1524
1411195	2305895	1523
788697	70242	1522
1507955	658561	1522
525820	330911	1522
225204	2262734	1519
1150685	2393090	1518
162569	207550	1513
1072328	601605	1512
1380912	1750809	1511
1399319	1534068	1511
162569	1470532	1511
2242417	2461278	1507
580839	903454	1507
808660	109552	1506
2434548	529401	1504
1411195	92303	1504
2203358	272126	1504
849341	2312531	1503
897723	1057609	1503
1780136	2314711	1502
1239215	1183804	1501
941347	1949549	1500
2062932	694383	1499
2174968	1204103	1498
1780128	2322745	1498
941347	496653	1496
788697	1788599	1495
804915	24623	1495
1119538	2217261	1494
993765	1536726	1492
788135	2239424	1491
354956	2090592	1491
1737652	2365731	1491
162569	1470541	1490
1501125	1182246	1486
655786	412104	1485
1239215	1855114	1484
1126725	1213622	1482
986953	601605	1479
41403	1054318	1477
788697	1703982	1476
2425040	1936956	1475
1039146	1133854	1473
738565	1848607	1472
2155586	1978462	1471
2174968	2274438	1470
1176315	2062385	1470
952011	315524	1470
1127388	1467288	1469
1508219	2515339	1468
1132517	962707	1466
2013298	1498790	1466
1239215	1981629	1465
2021311	1941028	1464
596186	1182246	1464
279236	1616453	1461
1239215	1175646	1460
2174968	1166129	1460
2112422	512949	1460
1780136	2322745	1459
2515607	1674370	1458
1619245	1465735	1458
1918012	281830	1457
440424	1003045	1455
1116190	2116433	1454
1883143	2271198	1454
1509123	2189373	1453
41403	490566	1452
2043879	1353297	1452
440424	852955	1452
440424	383257	1451
849341	2533437	1450
440424	905242	1449
580814	903454	1448
1785064	2075751	1448
1109909	1134122	1447
501446	1787371	1447
788697	80329	1446
2155586	518811	1445
30961	980901	1443
153400	2188075	1443
2174968	1208767	1442
1127388	212953	1441
596186	306920	1441
2112422	2362864	1437
41403	549582	1436
440424	1469956	1435
999953	1666007	1435
95809	2239424	1432
1630344	2005911	1431
384591	1269459	1426
849341	192226	1425
279236	1473594	1424
49030	1337628	1424
1131326	2394656	1421
788697	586157	1417
153400	1885614	1417
1501125	916463	1414
162569	229986	1410
475738	831775	1410
599582	1240488	1409
1837728	1612584	1408
788697	1543928	1407
424379	403213	1405
424379	212604	1404
2103809	1044938	1404
384704	1764454	1402
788697	2149420	1401
41403	636697	1400
424379	1725168	1399
2021311	194310	1398
1702836	2322721	1397
2481469	826920	1396
800551	255871	1395
1585167	2455573	1395
1907167	751938	1392
2242417	1170583	1392
2103809	517141	1392
1585167	1168734	1390
137442	821093	1389
1340968	304794	1389
1109909	2345245	1386
440424	254673	1386
506499	1761210	1386
1845972	1532738	1383
1116190	2269843	1382
2043879	698762	1381
110906	330589	1381
2434548	1690741	1380
1597153	803423	1379
479545	66805	1374
849341	2217261	1372
1176315	1654073	1371
2103808	517721	1371
1380912	92303	1370
1423172	1735787	1370
2103808	1034517	1369
1406430	586157	1368
517087	96929	1367
384704	215137	1365
1458962	1034517	1362
2316789	1585536	1361
2151217	404106	1359
384704	2054164	1359
1585167	1771811	1359
1045573	827067	1355
713430	124850	1355
2103809	517721	1355
1045573	244947	1353
1458962	517141	1351
137442	1373508	1350
1585167	1833509	1349
342464	2494656	1349
31611	2447046	1349
2103808	1044938	1349
1750809	1748718	1348
2103808	517141	1347
1115218	1314154	1346
2021311	2344729	1346
141312	2311962	1346
1116190	1166239	1344
1458962	517721	1344
894028	363891	1343
2103809	1034517	1343
1109909	1658996	1340
1109909	897723	1340
1458987	1044938	1340
1423172	186633	1340
1109909	821093	1338
1916141	569680	1337
2102230	517141	1337
31611	347656	1337
580768	903454	1337
187337	743081	1336
2102230	1034517	1335
2102232	1034517	1334
1176315	403213	1333
1458962	1044938	1333
1524801	1665295	1331
378589	601605	1330
821789	517141	1330
1509778	1599611	1329
1458987	517141	1329
1398235	122622	1328
110906	830322	1328
2102232	517721	1327
31611	2219758	1322
1174675	1052381	1321
2427796	1091991	1321
1661635	66805	1321
25762	1995939	1321
1116190	573511	1320
41403	306327	1319
2307357	2093602	1319
162569	1286116	1318
1281302	606649	1318
1526129	2042537	1318
1941587	2464907	1317
1116190	2308413	1316
2088716	1493316	1314
596743	1102425	1314
821626	517141	1314
821789	1034517	1313
1845972	2466217	1311
596186	2408187	1311
1109909	986520	1310
110906	210331	1310
2155586	964805	1310
267159	1993459	1310
1176315	2249580	1309
2307357	1488141	1309
821626	1034517	1309
821789	1044938	1308
1458987	517721	1307
128786	2192521	1304
544215	1071183	1304
2054499	381851	1302
1501125	306920	1301
80329	1827712	1301
830322	1345360	1300
2102232	517141	1300
788135	1938613	1299
1654031	1660356	1299
821626	1044938	1298
162569	1464425	1297
2174968	2419168	1296
1661635	2301411	1296
1132517	1721993	1296
1458987	1034517	1296
2043879	394170	1295
2043879	505615	1295
1176315	128786	1294
2425040	1137282	1293
2102232	1044938	1293
2102230	1044938	1293
821626	517721	1293
897723	996412	1292
1398235	2185297	1291
2102230	517721	1291
821789	517721	1291
788697	124850	1288
1116190	671917	1288
1941587	2257207	1285
788697	910076	1284
1702723	2269843	1284
1969780	322835	1284
2043879	986325	1281
2217261	2216137	1281
733091	1282214	1281
752410	2237993	1281
788697	912720	1280
788135	1040409	1279
30961	2003293	1279
1174675	1045944	1278
220497	604974	1278
1116190	2342820	1276
2242417	1128685	1276
1392552	213120	1275
1176315	1658996	1274
1591348	113665	1274
1411195	2361628	1274
360924	1705531	1274
1918012	1198632	1274
862276	1508415	1274
2174968	2439471	1273
110906	365321	1273
1671105	2483616	1273
1316118	1828893	1272
733091	1708376	1272
769664	1924215	1272
1817044	2262992	1272
1522153	1151983	1270
1833106	927211	1269
2021311	2269049	1268
952011	1414601	1268
849341	2152291	1266
2070130	604720	1265
713430	962570	1265
41403	549861	1264
788697	2480443	1263
1733169	2312531	1263
1702723	66805	1261
1116190	1800765	1260
1380912	1168734	1260
724788	2529552	1260
1176315	701187	1259
655786	2262734	1259
460348	124850	1256
701796	1446335	1256
1671105	2483791	1256
41403	896731	1255
1661635	2090592	1255
1828893	977142	1255
2210380	912720	1254
788697	1239215	1251
2043879	1256242	1251
679244	286288	1250
596743	369486	1250
711869	369486	1249
2174968	1462579	1249
1702115	49193	1249
977804	1587409	1248
128786	2469963	1247
110906	1460706	1245
1380912	338090	1244
41403	2012606	1243
788697	162136	1243
1380912	504731	1242
1380912	2074551	1242
788697	2267063	1241
440424	2324350	1241
849341	2498342	1241
2307357	265742	1240
1817044	2116982	1240
788135	2005911	1236
880823	1508415	1236
1566419	152113	1235
712018	369486	1235
788697	1917166	1234
815688	725526	1231
267159	1036606	1230
1411195	142559	1229
267159	2324350	1229
900131	1512092	1229
1704403	1496141	1229
788697	1060998	1227
30961	217753	1226
999953	1627718	1226
1507955	2359089	1225
384704	158855	1225
704335	315256	1224
1131326	193511	1224
755289	1670971	1223
162569	1351963	1222
2174968	1350562	1221
2435447	290205	1221
1918012	1024918	1220
1406515	586157	1220
733091	2109372	1219
1588302	1963061	1218
2043879	1129278	1217
815688	686747	1217
788697	2337469	1214
1174675	1076021	1214
2316789	1918012	1213
2174968	107768	1213
450028	1742418	1213
460348	1948133	1213
522494	210199	1213
1757243	1999877	1213
1126725	1471381	1213
1398235	635404	1211
1585167	1348466	1211
2155593	204858	1211
788697	443102	1210
1176315	922224	1210
1380912	258214	1210
1936109	2301411	1209
446414	278699	1209
599582	335998	1208
450028	1694218	1208
2242417	2307243	1208
2115586	787118	1208
2174968	1441572	1207
1201109	166356	1206
41403	204858	1205
713430	1325172	1205
788697	1592161	1204
2093801	36267	1204
378352	1060998	1203
640039	1164221	1199
1176315	244947	1197
752410	581963	1197
788697	398039	1196
2174968	79378	1196
2316789	686747	1195
446414	278852	1195
1810374	124850	1194
623369	682138	1193
1116190	1351265	1193
187337	1990477	1193
879577	1658967	1192
2043879	1924812	1191
1398235	223456	1191
1642368	1064677	1189
1526129	646111	1189
788697	2015832	1186
2174968	1066982	1186
2021311	1436243	1186
1817044	725348	1186
788697	1398235	1185
1907167	1426418	1185
2316789	1746924	1182
384704	2318335	1182
1907167	1255293	1181
764964	2160312	1181
440424	2464907	1180
1380912	1752478	1179
627790	586157	1179
1372232	1981549	1179
1630344	2520126	1178
2474051	1708376	1178
1109909	173003	1177
2316789	436206	1177
2434548	2160284	1177
1380912	317424	1174
502427	1353297	1172
1785064	1737954	1172
360924	372418	1171
1176315	980901	1170
440424	1623882	1169
460348	1788599	1169
704335	1647782	1167
460348	1112648	1166
110906	1293152	1166
2104520	215268	1165
123154	2455925	1164
587119	889982	1164
1769446	1714611	1163
1522619	1973821	1163
1109909	722172	1162
2155586	264268	1162
587119	1622779	1161
60397	1326904	1160
450372	1848607	1159
1785153	930845	1158
1109909	1396138	1157
95809	2005911	1157
2174968	2135340	1157
2286013	1910252	1157
1268811	210199	1157
2435447	173003	1156
141312	220383	1156
679244	115889	1154
849341	128091	1152
2187049	412104	1152
2092975	1260513	1151
736279	638568	1149
2021311	2322115	1148
2020253	621282	1148
2015828	1001263	1148
429260	1599611	1146
1380912	37717	1145
1380912	786140	1144
1127388	213688	1143
2128209	372667	1142
2348579	42872	1142
2043879	849341	1140
440424	2071019	1140
849341	322835	1140
2070130	801795	1140
110906	1866139	1140
769664	2346976	1139
2155586	542432	1138
941347	1587775	1136
1628172	1442315	1136
1600944	1997703	1136
531254	2271198	1135
738565	2092727	1134
2036786	29180	1133
49030	668498	1133
318631	1060998	1133
788697	2388067	1132
748559	2280216	1131
788697	793602	1130
1174675	1866833	1130
1841497	124850	1130
1630344	1040409	1129
415025	1990343	1129
557369	1348923	1129
843463	73278	1128
755289	240160	1127
788697	1072328	1127
956537	2511964	1127
446414	278946	1127
1585167	2538522	1126
2210380	1489258	1125
599582	1213622	1124
219007	987341	1124
474042	1496141	1124
2115578	787118	1123
2483187	2365731	1122
2174968	139633	1122
788135	1278434	1121
788697	665842	1121
2434548	213638	1121
1176315	206470	1121
1380912	814558	1121
162569	260279	1120
879577	1741080	1120
2092975	2264721	1119
1597153	454225	1119
755289	675878	1118
1543097	930845	1116
1576877	152113	1116
2151217	1585123	1115
110906	864256	1115
1833185	927211	1115
440424	2058926	1114
1883774	1059605	1114
1840862	586157	1114
110906	2160507	1113
1638320	2239321	1113
470216	813244	1113
2021311	988402	1112
384704	548076	1112
2435447	313850	1112
2174968	1530113	1111
769664	849341	1111
999953	1987296	1110
1701867	66805	1109
1239215	1698444	1108
2210380	1382776	1108
836444	1862228	1108
1423172	2531612	1107
788697	1284514	1106
1380912	2471757	1106
879577	221724	1106
2174968	2526316	1104
849341	365321	1104
2296819	1873875	1103
2155586	2121191	1103
1174675	2337469	1102
41403	2519842	1101
599582	1166717	1101
308552	363160	1101
2217261	879511	1101
849341	299899	1100
1176315	347307	1098
119159	1064677	1098
110906	2110678	1096
1316118	738565	1096
879577	1872503	1096
2043879	2300597	1095
2174968	2254683	1094
1398235	501446	1094
384704	2470110	1093
2043879	1378712	1092
2021311	821093	1092
1112932	2359713	1092
137442	436206	1091
474042	708388	1091
1033233	1906254	1090
1262116	2152291	1090
2292872	935486	1087
95809	2062932	1086
464379	66805	1086
1501125	166356	1085
22307	2271198	1084
2174968	962883	1083
704335	1540282	1082
1174675	926493	1082
41403	1963170	1081
41403	1470725	1081
123213	2225983	1080
1447792	2380874	1079
759300	256442	1078
786140	2075274	1076
110906	205309	1075
446414	278831	1075
1116190	1673153	1073
1411195	1458238	1073
99092	1342392	1073
41403	136099	1072
354956	686747	1072
1109909	686747	1071
599582	1166887	1071
849341	412104	1071
324194	1149972	1071
509678	66805	1071
2434548	1203293	1070
378352	318492	1070
522494	196876	1069
989042	879577	1069
123213	327864	1068
368761	2162867	1068
2155586	2325323	1067
802120	1345360	1067
788697	2122483	1066
384704	191745	1066
522494	2132444	1066
169944	1484984	1065
41403	231008	1064
2191152	2257207	1064
1508679	675878	1064
640039	1927546	1063
1837728	274388	1063
41403	2506792	1062
2127784	2300597	1062
879577	1878613	1062
849341	178846	1061
137442	71726	1060
1463820	586157	1060
41403	932390	1059
788697	1796705	1058
30961	1187958	1058
769664	1134122	1058
41403	2337469	1057
788697	1717775	1057
804915	250796	1057
30961	2062385	1057
2151217	2363155	1056
1630344	2394656	1055
1403011	916463	1055
755289	812585	1054
203678	2471757	1054
1719932	985554	1054
221724	250506	1054
1591348	376536	1053
941347	1431695	1053
128786	1425406	1052
128786	2469815	1052
1031643	2283320	1051
2174968	1441473	1050
880823	407698	1050
830322	1997703	1050
2267063	403639	1050
1432846	1363638	1049
1239215	1223382	1048
1817044	1584340	1048
1300272	330589	1048
2266431	1399072	1047
1176315	927211	1047
1114015	522316	1047
2483187	2535630	1046
1116190	556126	1046
786140	504731	1046
788697	580617	1044
502427	2346976	1044
993765	1168734	1043
2088716	94302	1043
1127388	945487	1042
788697	1748411	1041
599582	2240096	1041
1819841	1716785	1041
849341	941347	1040
384591	943918	1039
642997	641183	1039
384704	1046441	1038
1630279	1733169	1038
788697	873320	1037
1752050	1750105	1037
1127388	116313	1036
2437184	1063980	1036
622444	1054625	1036
313850	1407352	1036
313850	163725	1036
313850	1707890	1036
313850	1923034	1036
313850	2433466	1036
313850	1387852	1036
313850	251464	1036
313850	852975	1036
2313944	2011909	1035
2244157	294266	1035
121178	742614	1035
1280044	1374749	1034
429260	930845	1031
2348579	2232899	1029
2174968	1529157	1028
2054499	1895912	1027
384704	1418805	1027
2127784	697367	1027
1445641	1683561	1027
788697	995285	1025
788697	715988	1025
1956216	793602	1025
849341	547681	1024
2115540	787118	1024
732822	1053540	1024
2070130	658754	1023
2434548	149138	1022
849341	1775046	1022
2187049	101755	1022
1629624	34382	1022
2267063	454225	1021
1837728	79830	1021
623369	117745	1020
755289	2033766	1019
704335	2074551	1019
153400	1828893	1019
951178	2152291	1019
2015040	233609	1018
1675347	187337	1018
2155586	188019	1017
596186	916463	1016
1131326	2520126	1015
1399319	1151983	1015
2146111	1050220	1014
440424	2529552	1014
1174675	2235845	1014
2174968	982617	1014
2092975	521760	1013
2434548	1489133	1011
267159	2130699	1011
335046	1346254	1011
544215	1145888	1011
1543097	1737954	1011
755289	839964	1010
788697	457052	1009
788697	1039146	1009
2088716	1292530	1009
1445641	1446335	1009
2324881	2538522	1009
68335	1745511	1008
1642368	34251	1007
2151217	531765	1006
788697	732516	1005
804915	2090592	1005
959046	736020	1004
267159	2459165	1004
788697	1456021	1003
